level,place,active_time,study_place_condition,movement_effect,light_air,phone_usage,phone_effect,biggest_distraction,stress_effect,sleep_effect,after_long_study,liked_subject_focus,not_understanding_action,goal_effect,satisfaction,comparison_classroom,productivity,main_problem,improvement,target
3,0,2,1,1,1,2,0,0,0,0,0,0,0,1,1,1,1,7,5,1
2,0,2,0,1,1,1,0,2,1,1,1,1,1,0,0,0,0,16,8,0
3,0,0,0,0,0,1,0,2,0,0,1,0,0,1,1,0,0,7,6,0
1,0,2,0,1,0,2,0,0,0,1,0,2,1,1,1,0,0,25,6,0
2,2,2,0,1,1,0,1,0,1,1,0,2,0,1,0,1,1,38,11,1
4,1,0,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,11,9,0
3,0,2,2,0,0,0,0,0,1,1,0,2,1,1,1,1,0,26,10,0
3,0,0,0,1,0,2,1,2,1,0,1,2,1,1,1,0,0,26,12,0
4,1,2,2,1,0,1,0,0,0,1,0,2,0,1,1,1,1,37,9,1
4,1,0,0,0,0,0,1,0,0,0,1,2,0,0,0,1,0,32,2,0
1,2,0,1,1,0,2,0,0,0,0,0,1,1,0,1,1,0,2,4,0
3,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,10,5,0
0,2,2,1,1,1,0,1,2,0,0,1,0,0,1,1,0,1,19,8,1
0,1,1,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,25,11,0
2,0,1,0,1,0,1,1,2,0,0,1,2,1,1,0,1,0,22,1,0
1,2,1,0,1,1,2,0,1,0,0,0,2,1,0,1,0,0,3,13,0
1,2,1,1,0,0,0,0,0,0,1,0,2,0,0,0,0,1,15,5,1
1,1,1,0,0,0,2,1,1,0,0,1,2,0,0,0,1,1,35,7,1
3,1,1,0,0,1,0,1,1,1,1,0,1,0,0,1,1,1,17,7,1
1,0,2,0,1,1,0,0,0,1,1,0,2,0,1,0,0,1,25,14,1
1,0,1,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,26,14,1
0,1,0,1,1,0,1,1,2,0,1,1,0,0,0,0,1,0,6,4,0
2,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,5,11,1
2,2,2,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,7,13,0
3,1,2,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,18,8,0
2,2,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,34,14,1
3,0,0,0,0,0,0,1,1,1,0,1,2,1,0,0,0,1,31,14,1
2,2,1,0,0,0,2,1,2,1,1,1,0,1,1,1,0,0,18,3,0
1,0,1,1,0,0,2,0,0,1,0,0,1,1,1,0,0,1,35,11,1
4,2,2,2,1,0,2,1,2,1,1,0,2,0,1,1,1,0,29,6,0
2,0,2,2,0,0,0,0,0,1,1,1,2,0,1,1,0,1,9,7,1
1,0,2,2,0,0,0,0,1,1,1,0,1,1,0,0,1,1,27,2,1
1,1,2,2,1,0,2,1,0,0,0,0,0,0,1,1,0,1,18,2,1
4,0,1,2,0,1,2,0,0,0,1,1,2,1,1,0,0,1,26,2,1
0,1,1,2,0,0,0,1,1,0,1,0,1,1,1,0,0,1,22,11,1
1,0,2,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,31,14,0
4,0,1,0,0,0,2,1,1,0,1,0,2,1,0,1,0,0,11,7,0
4,0,0,1,1,1,2,0,1,0,0,1,1,0,0,1,1,1,34,0,1
3,2,2,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,23,8,1
3,2,2,1,1,1,0,0,1,0,0,0,2,0,0,1,0,1,32,4,1
3,1,2,0,1,1,2,1,2,0,1,0,1,0,1,1,1,1,4,0,1
1,2,1,2,1,1,0,0,2,0,0,0,2,0,0,1,0,0,30,0,0
4,2,0,1,1,1,0,0,2,1,0,1,0,0,0,0,1,0,12,7,0
4,0,2,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,7,0,0
4,2,0,1,1,1,2,0,2,1,0,0,2,1,1,0,1,0,28,7,0
0,2,2,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,23,8,1
3,0,2,2,1,0,0,0,0,1,0,0,1,1,0,1,0,0,19,9,0
2,1,2,2,1,0,0,0,2,1,1,1,0,1,1,1,0,1,4,7,1
2,0,1,1,1,0,2,0,0,1,0,0,0,1,0,0,0,0,37,12,0
2,2,1,0,1,0,2,0,0,0,0,0,1,0,1,0,0,0,5,9,0
1,0,2,1,0,0,0,0,2,0,0,1,2,0,0,1,1,0,2,5,0
2,1,0,2,1,0,0,0,1,1,0,1,1,1,1,1,0,0,8,7,0
2,1,1,0,1,1,1,1,0,1,0,0,2,1,0,0,0,0,31,1,0
3,2,0,2,0,0,2,0,2,1,0,1,1,1,1,0,0,1,20,7,1
1,2,2,1,1,1,2,1,1,0,1,0,1,1,0,1,1,1,27,7,1
4,1,2,1,0,1,2,0,2,1,0,0,0,1,1,0,1,1,25,6,1
3,2,1,1,1,1,1,1,2,1,1,0,2,1,1,1,0,0,24,2,0
3,1,0,0,1,0,0,0,1,1,1,1,2,0,0,1,0,0,8,10,0
2,0,1,1,1,0,2,1,2,1,0,1,1,0,1,0,1,1,37,0,1
4,1,0,0,0,1,0,0,1,1,1,1,2,0,0,0,0,0,34,12,0
3,2,1,0,1,1,0,0,0,0,1,1,2,0,1,1,0,1,0,0,1
4,1,0,1,0,0,2,1,0,0,0,1,2,0,1,1,1,0,34,10,0
3,1,0,0,1,1,1,1,0,0,1,1,2,1,0,0,1,1,11,7,1
2,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,32,6,1
2,1,1,1,0,0,1,1,2,0,1,0,1,0,1,0,1,0,34,14,0
2,0,2,2,1,1,0,1,1,1,1,0,0,1,1,0,0,0,3,1,0
1,1,0,2,0,0,2,0,2,0,1,1,1,1,0,1,0,0,17,11,0
3,2,1,1,0,0,0,1,2,0,0,0,0,1,0,1,1,1,2,3,1
3,0,0,0,0,1,1,1,0,0,0,1,2,1,0,1,1,1,36,5,1
4,0,0,2,0,0,2,1,1,1,1,0,2,1,1,0,1,1,14,2,1
1,1,0,0,1,1,1,1,2,0,1,1,1,0,0,1,0,1,31,1,1
1,2,1,0,0,0,2,0,2,1,1,0,2,1,1,0,1,1,20,2,1
4,0,2,0,0,0,2,1,1,1,0,1,1,0,0,1,1,1,9,13,1
2,1,0,2,0,1,0,0,2,1,1,0,1,1,1,1,1,1,32,2,1
1,2,2,2,1,1,1,1,0,1,1,1,1,1,1,0,0,1,6,0,1
1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,23,12,0
3,2,1,1,0,1,0,0,2,0,0,0,2,1,1,0,0,1,20,9,1
4,2,2,2,0,0,0,1,1,0,0,1,0,1,0,0,0,1,3,14,1
2,1,2,1,1,1,0,1,2,1,1,0,1,0,1,1,0,1,1,4,1
0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,14,9,0
3,0,1,2,1,1,0,1,0,1,1,1,1,0,1,1,0,0,17,9,0
0,1,2,2,0,0,0,0,0,0,0,1,0,1,1,0,1,0,11,12,0
1,0,1,0,0,0,2,0,1,0,1,0,0,1,0,1,1,1,37,9,1
3,1,0,0,0,1,2,1,2,1,0,1,2,1,1,0,1,1,34,4,1
4,2,2,2,0,1,1,0,2,1,1,0,2,0,1,0,1,0,20,13,0
4,1,2,2,1,1,1,1,0,1,1,0,1,0,1,0,1,1,19,8,1
3,2,0,1,0,1,2,1,0,0,1,0,0,0,1,0,1,0,10,14,0
2,0,1,2,1,0,1,0,1,0,1,0,2,1,1,0,0,0,4,4,0
1,2,1,2,0,1,0,1,2,0,1,1,0,0,1,1,1,1,10,13,1
0,1,1,2,1,0,2,0,2,1,1,1,2,0,1,0,0,1,32,0,1
0,0,2,1,1,1,1,1,0,0,1,1,2,1,0,1,0,1,24,10,1
2,2,0,0,1,0,2,1,2,1,1,1,0,1,0,1,1,1,2,2,1
0,1,1,2,0,0,2,1,0,0,1,1,2,1,0,0,0,0,3,5,0
2,2,2,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,15,0,1
2,0,1,1,1,0,2,1,0,1,0,0,1,1,0,1,0,1,33,11,1
0,1,0,0,1,1,2,0,2,1,0,1,2,1,1,0,1,1,14,0,1
2,2,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,16,12,1
1,0,2,2,1,0,2,1,0,1,0,1,2,0,1,0,0,1,10,11,1
1,2,0,2,1,1,2,0,0,1,0,0,0,0,0,0,1,1,37,4,1
2,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,36,10,0
0,2,2,2,1,0,2,0,2,0,0,1,1,0,1,1,0,0,25,2,0
3,1,1,0,1,0,1,1,2,0,0,0,1,0,0,0,1,1,29,2,1
3,0,0,0,1,1,2,1,2,1,1,0,0,0,1,1,0,0,25,9,0
2,1,1,1,1,1,1,0,2,0,1,1,0,0,1,0,1,1,37,10,1
1,2,1,0,1,0,1,0,1,1,0,1,2,1,1,0,1,0,34,2,0
2,0,0,2,1,0,0,0,2,0,0,1,1,1,1,1,0,1,11,5,1
4,0,1,2,1,1,1,0,0,0,0,1,2,1,1,1,0,1,24,0,1
4,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,22,5,0
1,2,2,1,0,0,2,0,0,1,1,0,0,0,0,0,0,1,19,0,1
1,2,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,0,23,6,0
2,1,1,0,1,0,2,1,1,1,0,1,0,1,1,0,0,0,22,14,0
0,2,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0,2,3,0
0,2,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,18,14,0
3,0,2,0,0,1,2,1,2,1,0,1,0,1,0,1,1,1,14,0,1
4,0,2,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,27,5,0
1,1,2,0,1,1,0,1,1,0,1,1,0,1,0,0,0,1,13,4,1
2,1,1,2,1,1,1,1,2,0,1,0,0,1,0,0,1,1,30,12,1
2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0
1,1,0,2,0,0,1,1,0,0,1,0,1,1,0,1,1,1,18,2,1
3,2,2,2,0,1,1,0,1,0,0,0,1,0,1,0,0,1,28,3,1
0,0,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,34,9,0
2,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1,0,0,13,13,0
1,1,0,2,0,1,0,1,0,1,0,0,2,1,0,1,1,1,16,7,1
2,2,1,1,0,1,1,1,2,1,1,0,0,0,0,0,1,0,7,2,0
1,2,2,2,1,0,1,1,1,0,0,0,1,0,0,0,1,1,12,2,1
0,1,1,2,1,1,1,1,2,0,0,1,2,0,0,0,1,1,26,10,1
0,2,1,1,0,0,2,0,1,0,0,1,0,0,1,0,0,0,12,6,0
4,2,1,0,0,0,2,1,0,1,0,0,0,0,1,0,0,1,7,11,1
0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,14,13,1
4,0,1,1,1,0,0,0,0,0,1,1,2,1,1,1,1,0,35,2,0
3,1,2,2,1,0,2,1,1,0,0,0,2,0,1,1,1,1,23,3,1
0,2,0,1,1,0,2,1,1,0,1,1,0,0,0,0,0,1,38,9,1
1,1,1,2,0,1,0,1,1,0,0,1,1,0,1,1,1,0,38,4,0
3,1,0,2,0,1,2,0,0,0,1,0,0,0,1,0,1,0,16,2,0
4,0,1,1,1,1,0,1,2,0,0,0,1,0,0,0,0,0,28,9,0
1,1,2,0,0,1,2,0,1,1,1,1,1,0,0,0,1,0,29,11,0
3,1,1,1,0,1,0,0,1,1,0,0,2,1,1,0,1,0,26,0,0
4,2,1,0,0,1,0,1,2,0,1,1,0,1,1,0,1,1,6,7,1
2,2,2,0,1,0,2,0,2,1,0,0,0,0,1,0,1,0,6,0,0
0,1,2,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,15,0,1
1,1,1,2,0,0,0,0,2,0,1,0,1,0,1,1,1,0,15,11,0
2,0,0,0,1,0,2,0,0,0,0,1,1,1,1,0,1,0,21,9,0
3,2,0,0,0,1,0,0,2,0,0,1,2,0,0,1,0,0,9,9,0
1,0,2,2,1,0,2,1,2,1,1,1,1,0,1,1,1,0,12,10,0
2,1,2,2,1,1,1,1,1,1,0,1,2,1,0,1,0,0,5,10,0
1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,15,3,1
2,1,0,1,0,1,2,0,1,0,0,0,1,0,1,1,1,0,15,2,0
1,1,2,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,16,3,1
2,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,1,13,9,1
3,0,0,2,1,1,0,1,0,1,0,0,0,1,0,1,1,0,33,6,0
3,2,0,0,0,1,1,0,2,1,1,1,1,1,0,1,1,0,14,1,0
4,0,1,2,0,0,1,1,1,1,0,1,1,1,1,1,1,1,19,8,1
0,0,0,0,0,1,0,0,2,0,1,1,1,1,1,0,1,0,8,8,0
4,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,21,9,1
0,1,2,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,34,13,1
3,0,2,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,14,14,1
1,0,2,2,0,0,2,0,0,0,1,1,1,0,0,1,1,1,21,2,1
3,0,1,1,1,0,2,0,0,1,1,1,2,0,1,1,1,0,25,0,0
1,2,0,2,0,0,2,0,0,1,1,0,0,1,1,1,1,1,12,4,1
2,1,1,2,0,1,0,1,0,1,0,0,0,1,1,0,1,0,29,6,0
3,2,2,0,1,0,0,1,2,1,0,0,0,0,0,0,1,0,12,14,0
1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,2,1,0
3,1,0,2,1,0,0,1,2,0,0,0,1,0,0,1,1,1,25,13,1
4,0,2,2,1,1,1,1,2,0,1,1,2,0,1,0,0,1,29,6,1
2,2,2,1,0,0,2,1,1,1,1,1,1,0,0,0,1,0,6,14,0
2,2,0,2,1,1,2,0,1,0,1,0,0,1,0,1,0,0,15,2,0
1,0,0,2,1,0,2,1,1,1,1,1,1,1,1,1,1,1,29,6,1
1,2,0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,9,3,0
2,1,1,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,27,4,1
4,2,1,2,0,1,0,0,0,1,0,1,2,0,0,1,0,1,22,14,1
0,1,2,1,0,1,2,0,2,0,1,1,0,0,0,0,0,0,7,7,0
2,1,0,2,1,0,0,0,2,1,1,1,1,0,1,1,0,1,11,9,1
3,1,0,1,0,1,2,0,2,1,0,1,1,1,1,1,1,1,11,9,1
3,1,1,1,1,1,0,0,2,0,1,1,0,1,0,1,1,0,17,13,0
3,2,2,2,0,1,0,1,2,1,1,1,0,0,0,1,0,0,38,11,0
1,0,2,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,3,10,0
0,0,1,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2,5,0
4,0,1,2,1,1,0,1,2,1,0,0,2,1,1,0,0,1,32,3,1
0,2,1,0,1,1,2,1,0,0,1,0,0,1,1,1,1,0,31,1,0
1,0,2,2,0,0,0,1,2,0,1,0,2,1,1,0,1,1,23,13,1
1,2,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,6,1,0
4,1,1,2,0,1,1,0,1,1,1,0,2,1,0,1,0,0,3,2,0
0,0,2,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,33,0,0
2,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0,20,14,0
1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,21,7,0
3,2,0,2,0,1,2,0,1,1,0,1,2,0,1,1,1,1,29,0,1
1,1,2,2,1,0,1,1,2,1,0,1,1,1,0,1,0,1,12,6,1
0,2,1,0,1,0,2,1,0,1,1,1,2,0,1,0,0,0,2,14,0
1,2,0,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,25,12,0
3,2,1,0,1,1,0,0,1,0,1,0,1,1,1,0,0,1,25,7,1
4,1,2,0,1,0,2,1,2,1,1,1,0,0,1,0,0,0,25,12,0
2,1,0,1,1,1,2,1,0,0,1,0,0,0,0,0,0,0,27,0,0
3,2,1,2,1,0,1,0,0,0,0,1,0,1,0,1,1,0,22,0,0
2,1,2,1,1,1,2,0,2,0,0,1,2,0,1,0,1,1,19,1,1
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,29,0,0
3,0,0,2,0,1,0,1,0,0,0,0,0,1,1,1,1,0,33,4,0
4,0,2,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,8,0
2,0,2,2,0,0,1,1,0,0,0,0,2,1,1,0,1,1,17,13,1
3,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,13,4,1
3,2,2,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,21,2,1
3,1,1,2,0,0,0,1,2,0,1,0,2,0,1,1,0,1,17,10,1
4,2,2,1,1,0,2,1,2,0,1,1,0,0,0,0,0,1,15,5,1
3,1,1,1,0,0,2,1,2,0,0,0,0,0,0,0,1,0,6,2,0
1,0,0,2,0,1,2,0,1,1,0,0,2,1,0,0,1,0,1,11,0
0,0,1,2,0,0,2,1,0,1,0,0,2,1,1,0,0,0,9,9,0
0,2,1,1,1,0,1,0,2,0,1,0,0,1,1,0,1,0,33,14,0
2,1,2,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,26,0,0
4,1,1,2,1,0,2,0,0,1,1,1,2,1,0,0,0,0,26,1,0
4,0,0,1,0,1,2,0,0,0,1,1,0,0,0,1,1,0,10,3,0
0,1,1,0,0,0,1,0,2,1,0,0,2,1,1,1,0,1,15,6,1
0,0,0,0,0,1,2,1,0,0,1,0,1,0,0,0,1,0,20,14,0
1,1,0,0,0,0,1,0,2,1,1,0,2,0,0,0,1,1,14,0,1
1,0,1,2,0,0,0,0,1,1,1,1,1,1,1,0,1,1,15,7,1
3,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,18,3,0
0,0,0,2,1,1,0,0,0,1,1,0,2,0,1,0,0,0,34,11,0
0,0,1,1,0,1,2,0,2,0,0,0,1,1,0,0,1,1,1,1,1
2,2,0,0,0,0,0,1,2,0,1,0,1,1,0,0,1,1,6,5,1
1,1,0,2,1,1,1,1,0,0,1,0,1,0,0,0,1,0,31,2,0
1,2,2,2,1,1,2,1,0,0,0,1,2,0,1,0,1,1,19,2,1
4,1,0,1,0,1,1,1,0,1,1,0,2,0,0,0,0,1,33,12,1
1,0,0,1,1,0,0,0,2,0,0,0,2,0,0,0,1,0,26,3,0
1,2,2,1,0,1,0,0,2,0,0,0,1,0,1,1,0,1,22,7,1
2,0,2,1,1,0,2,0,1,0,1,0,0,1,1,0,1,1,13,13,1
0,1,2,2,1,0,2,1,2,1,0,0,2,1,0,1,0,0,34,11,0
2,0,0,2,0,0,2,1,2,0,1,0,2,0,0,0,0,1,0,5,1
0,2,2,1,1,1,2,1,0,0,0,0,2,1,1,1,0,0,28,12,0
0,2,2,0,1,1,1,1,0,1,0,0,1,0,1,0,1,0,26,13,0
4,1,0,1,0,1,0,0,2,0,1,1,2,1,0,0,1,1,35,10,1
1,2,2,0,0,0,1,1,2,0,0,0,2,0,1,0,0,1,35,0,1
0,0,2,1,0,1,2,1,2,1,0,1,2,0,1,1,1,0,29,10,0
1,2,2,2,0,0,0,1,1,1,0,0,0,0,0,1,1,1,38,6,1
0,2,0,1,1,0,2,0,2,1,1,0,1,1,0,0,1,1,13,10,1
1,0,0,0,0,1,2,1,0,1,1,0,0,0,0,0,1,0,35,12,0
3,0,0,0,1,0,2,1,0,0,1,0,0,0,1,1,1,1,14,10,1
1,2,1,0,0,0,2,1,2,1,1,0,2,1,0,1,0,0,24,0,0
3,1,0,0,0,0,2,0,0,1,1,0,2,0,1,0,1,0,5,6,0
4,0,2,1,0,0,0,1,2,1,0,1,0,0,0,1,1,0,0,14,0
4,0,1,2,0,0,1,1,2,1,1,0,0,0,0,0,1,0,16,5,0
3,0,2,2,1,0,0,1,0,0,1,1,2,0,0,0,0,1,14,6,1
3,2,1,1,1,1,2,0,0,1,0,0,0,1,1,1,0,1,7,4,1
3,0,0,1,1,1,0,0,2,1,0,1,1,0,0,1,0,0,0,0,0
4,0,2,2,0,0,2,0,1,1,1,1,2,1,1,0,1,0,12,6,0
2,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,30,13,0
3,2,1,0,0,1,1,0,0,1,0,1,2,1,0,0,0,1,9,4,1
2,0,1,2,1,1,2,1,1,1,0,0,2,1,0,0,1,0,11,8,0
0,2,1,1,1,0,2,0,0,0,1,1,0,1,1,1,0,1,23,9,1
4,0,2,0,0,0,2,1,1,1,1,1,1,0,0,0,1,1,38,6,1
2,0,2,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,31,9,1
0,2,1,2,1,1,0,0,2,1,0,0,1,1,1,0,1,1,29,4,1
3,0,2,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,25,5,0
0,1,0,2,0,1,1,0,1,0,0,1,0,0,0,0,0,1,5,9,1
4,1,2,2,0,0,1,0,0,0,1,0,1,0,1,0,1,0,28,9,0
1,0,1,1,1,1,1,1,2,0,1,0,0,0,1,0,0,0,8,3,0
3,0,2,2,1,1,1,0,1,0,0,1,2,0,0,1,0,0,31,8,0
3,1,2,2,0,1,0,0,2,0,0,0,2,1,0,0,1,0,29,9,0
0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,36,5,0
2,1,0,1,1,1,2,0,0,0,1,0,1,1,0,0,1,0,26,11,0
4,2,0,0,0,0,2,0,1,0,0,1,2,0,1,0,0,0,2,4,0
0,1,2,2,1,1,1,0,0,1,0,0,2,0,1,1,0,1,12,8,1
0,2,2,0,1,1,1,1,0,1,1,1,2,0,1,1,1,1,17,9,1
3,0,0,0,1,0,2,0,0,1,0,0,1,1,0,1,1,0,10,4,0
4,1,2,0,0,0,2,0,2,0,0,0,2,0,0,1,0,1,31,14,1
1,2,0,2,0,0,2,0,2,0,1,0,2,1,0,0,0,0,35,4,0
4,2,0,2,1,0,2,1,1,0,0,1,1,1,1,0,1,0,15,0,0
2,2,2,1,0,0,1,1,2,0,0,1,2,1,0,0,1,1,20,14,1
0,0,2,1,0,1,1,1,2,0,0,1,2,1,0,1,1,0,23,9,0
1,0,0,2,0,0,2,1,1,0,1,0,2,0,1,0,0,0,31,5,0
2,0,1,1,1,0,1,0,2,1,1,1,0,0,0,0,1,1,18,4,1
3,0,0,0,1,0,0,0,2,1,0,0,2,0,1,1,1,1,22,0,1
1,0,1,1,0,1,1,0,2,1,0,0,1,1,0,1,1,0,13,1,0
3,2,2,2,0,0,2,1,1,0,1,0,0,1,1,0,0,1,6,3,1
1,0,0,1,1,0,0,1,2,0,0,1,1,1,0,0,1,1,24,5,1
3,0,1,2,1,1,1,1,0,1,1,0,0,0,1,1,1,1,28,9,1
0,1,0,2,0,1,0,1,0,1,1,0,0,0,1,1,0,1,19,11,1
2,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1,12,1
3,2,2,2,1,0,2,0,0,1,0,1,0,1,0,0,1,0,9,13,0
2,1,1,2,0,1,0,1,0,0,0,0,0,0,0,1,0,1,8,7,1
3,2,1,2,1,0,1,1,2,1,1,0,1,1,0,0,0,0,4,4,0
2,1,0,1,0,0,2,1,2,1,0,0,0,0,1,0,1,0,20,14,0
2,0,0,0,0,1,1,1,2,1,1,0,1,1,0,1,1,0,31,6,0
3,2,2,1,1,1,2,0,1,0,0,0,1,0,0,0,1,0,23,9,0
4,1,1,2,1,1,1,1,1,1,1,0,2,1,0,0,1,1,33,1,1
1,2,0,1,0,1,2,1,0,1,1,0,2,0,0,0,0,0,0,0,0
2,1,2,1,0,0,2,1,1,1,1,0,2,1,0,1,0,0,12,1,0
3,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0,0,33,2,0
0,1,2,1,0,0,1,1,0,1,1,0,2,1,0,1,1,1,20,2,1
0,0,2,0,1,1,2,0,1,1,0,0,2,1,1,0,1,0,31,2,0
2,1,0,2,1,1,1,0,1,1,0,0,2,0,0,1,0,0,7,6,0
2,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,14,0
4,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,26,12,1
4,2,0,2,0,1,0,1,0,0,1,1,1,0,1,0,1,0,7,12,0
3,2,1,0,0,1,1,0,0,0,0,0,2,1,1,0,1,0,25,9,0
4,0,1,1,0,0,1,1,2,1,1,1,2,0,1,1,0,1,22,6,1
4,1,2,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0,15,2,0
3,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,36,8,1
2,1,2,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,18,1,0
1,0,0,1,0,1,0,0,0,0,1,1,2,1,0,0,1,1,12,11,1
2,0,0,2,1,1,2,1,2,0,0,1,2,1,0,1,1,1,17,0,1
2,2,0,0,1,1,2,0,1,0,0,1,1,1,1,0,1,1,25,14,1
2,1,0,2,0,1,2,0,2,1,0,1,1,0,1,1,1,0,27,7,0
2,0,1,1,1,0,0,1,1,0,1,0,2,1,0,1,1,0,19,14,0
2,0,1,2,0,0,2,0,0,0,1,0,0,0,0,1,0,1,6,14,1
0,0,1,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,37,12,0
2,0,1,0,0,1,2,1,2,0,1,1,0,1,1,0,1,1,5,12,1
3,2,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,13,8,0
3,0,2,1,0,1,1,1,0,0,0,1,0,1,0,1,1,1,17,5,1
4,0,0,2,1,0,0,0,1,1,0,0,2,0,1,0,1,1,7,8,1
2,0,1,1,1,0,0,1,0,0,0,0,2,1,0,0,0,1,27,5,1
2,1,2,0,0,0,1,0,1,1,1,0,2,0,0,1,1,0,34,10,0
0,1,0,0,0,0,1,0,1,1,1,0,2,1,1,0,1,1,16,1,1
4,2,1,0,1,0,0,0,2,0,0,0,0,1,0,1,1,0,2,8,0
0,0,2,2,0,0,0,0,0,1,0,1,1,1,0,0,1,1,32,12,1
1,2,0,1,0,0,2,1,0,1,0,1,0,1,0,0,0,1,9,0,1
2,0,0,2,1,0,2,0,0,0,0,1,1,1,1,0,0,1,16,14,1
4,1,1,2,1,1,1,1,1,0,1,1,2,1,1,1,1,1,16,11,1
1,2,2,0,0,1,2,1,1,0,1,0,2,0,1,0,0,1,6,10,1
4,1,2,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,13,1,0
1,0,0,1,0,0,1,1,2,0,0,1,2,0,1,0,1,1,0,5,1
1,0,1,1,0,0,2,1,1,0,1,0,0,0,0,1,0,1,8,1,1
1,1,2,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,36,10,1
1,1,2,1,0,1,0,0,1,1,0,0,2,0,1,0,1,0,14,3,0
3,2,2,0,1,0,0,0,2,1,1,1,1,0,1,0,1,1,33,6,1
4,2,1,0,1,1,2,0,0,0,0,1,2,1,1,0,1,1,25,11,1
1,1,1,1,1,1,2,0,2,1,1,0,2,0,1,0,0,0,33,4,0
3,1,1,2,1,0,1,0,0,0,1,1,0,1,1,1,0,1,11,14,1
4,1,2,1,1,0,1,1,2,0,0,1,0,1,0,1,1,0,23,4,0
3,1,2,0,0,0,2,0,0,0,1,1,1,1,1,0,0,1,31,8,1
2,2,1,2,0,0,0,1,1,1,0,0,1,1,0,0,1,1,22,8,1
0,2,0,2,0,0,0,1,0,1,1,0,2,1,1,0,1,0,32,7,0
3,1,0,2,1,0,0,1,0,0,1,0,2,0,1,1,1,1,30,10,1
